Name: en-IN-Wavenet-F, Language Codes: en-IN, SSML Gender: MALE
Name: en-US-Casual-K, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Chirp-HD-D, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Chirp-HD-F, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Chirp-HD-O, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Chirp3-HD-Aoede, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Chirp3-HD-Charon, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Chirp3-HD-Fenrir, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Chirp3-HD-Kore, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Chirp3-HD-Leda, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Chirp3-HD-Orus, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Chirp3-HD-Puck, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Chirp3-HD-Zephyr, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Neural2-A, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Neural2-C, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Neural2-D, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Neural2-E, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Neural2-F, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Neural2-G, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Neural2-H, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Neural2-I, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Neural2-J, Language Codes: en-US, SSML Gender: MALE
Name: en-US-News-K, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-News-L, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-News-N, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Polyglot-1, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Standard-A, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Standard-B, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Standard-C, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Standard-D, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Standard-E, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Standard-F, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Standard-G, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Standard-H, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Standard-I, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Standard-J, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Studio-O, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Studio-Q, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Wavenet-A, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Wavenet-B, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Wavenet-C, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Wavenet-D, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Wavenet-E, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Wavenet-F, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Wavenet-G, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Wavenet-H, Language Codes: en-US, SSML Gender: FEMALE
Name: en-US-Wavenet-I, Language Codes: en-US, SSML Gender: MALE
Name: en-US-Wavenet-J, Language Codes: en-US, SSML Gender: MALE
Name: es-ES-Chirp-HD-D, Language Codes: es-ES, SSML Gender: MALE
Name: es-ES-Chirp-HD-F, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Chirp-HD-O, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Chirp3-HD-Aoede, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Chirp3-HD-Charon, Language Codes: es-ES, SSML Gender: MALE
Name: es-ES-Chirp3-HD-Fenrir, Language Codes: es-ES, SSML Gender: MALE
Name: es-ES-Chirp3-HD-Kore, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Chirp3-HD-Leda, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Chirp3-HD-Orus, Language Codes: es-ES, SSML Gender: MALE
Name: es-ES-Chirp3-HD-Puck, Language Codes: es-ES, SSML Gender: MALE
Name: es-ES-Chirp3-HD-Zephyr, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Neural2-A, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Neural2-E, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Neural2-F, Language Codes: es-ES, SSML Gender: MALE
Name: es-ES-Neural2-G, Language Codes: es-ES, SSML Gender: MALE
Name: es-ES-Neural2-H, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Polyglot-1, Language Codes: es-ES, SSML Gender: MALE
Name: es-ES-Standard-A, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Standard-B, Language Codes: es-ES, SSML Gender: MALE
Name: es-ES-Standard-C, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Standard-D, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Standard-E, Language Codes: es-ES, SSML Gender: MALE
Name: es-ES-Standard-F, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Standard-G, Language Codes: es-ES, SSML Gender: MALE
Name: es-ES-Standard-H, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Studio-C, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Studio-F, Language Codes: es-ES, SSML Gender: MALE
Name: es-ES-Wavenet-B, Language Codes: es-ES, SSML Gender: MALE
Name: es-ES-Wavenet-C, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Wavenet-D, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Wavenet-E, Language Codes: es-ES, SSML Gender: MALE
Name: es-ES-Wavenet-F, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-ES-Wavenet-G, Language Codes: es-ES, SSML Gender: MALE
Name: es-ES-Wavenet-H, Language Codes: es-ES, SSML Gender: FEMALE
Name: es-US-Chirp-HD-D, Language Codes: es-US, SSML Gender: MALE
Name: es-US-Chirp-HD-F, Language Codes: es-US, SSML Gender: FEMALE
Name: es-US-Chirp-HD-O, Language Codes: es-US, SSML Gender: FEMALE
Name: es-US-Chirp3-HD-Aoede, Language Codes: es-US, SSML Gender: FEMALE
Name: es-US-Chirp3-HD-Charon, Language Codes: es-US, SSML Gender: MALE
Name: es-US-Chirp3-HD-Fenrir, Language Codes: es-US, SSML Gender: MALE
Name: es-US-Chirp3-HD-Kore, Language Codes: es-US, SSML Gender: FEMALE
Name: es-US-Chirp3-HD-Leda, Language Codes: es-US, SSML Gender: FEMALE
Name: es-US-Chirp3-HD-Orus, Language Codes: es-US, SSML Gender: MALE
Name: es-US-Chirp3-HD-Puck, Language Codes: es-US, SSML Gender: MALE
Name: es-US-Chirp3-HD-Zephyr, Language Codes: es-US, SSML Gender: FEMALE
Name: es-US-Neural2-A, Language Codes: es-US, SSML Gender: FEMALE
Name: es-US-Neural2-B, Language Codes: es-US, SSML Gender: MALE
Name: es-US-Neural2-C, Language Codes: es-US, SSML Gender: MALE
Name: es-US-News-D, Language Codes: es-US, SSML Gender: MALE
Name: es-US-News-E, Language Codes: es-US, SSML Gender: MALE
Name: es-US-News-F, Language Codes: es-US, SSML Gender: FEMALE
Name: es-US-News-G, Language Codes: es-US, SSML Gender: FEMALE
Name: es-US-Polyglot-1, Language Codes: es-US, SSML Gender: MALE
Name: es-US-Standard-A, Language Codes: es-US, SSML Gender: FEMALE
Name: es-US-Standard-B, Language Codes: es-US, SSML Gender: MALE
Name: es-US-Standard-C, Language Codes: es-US, SSML Gender: MALE
Name: es-US-Studio-B, Language Codes: es-US, SSML Gender: MALE
Name: es-US-Wavenet-A, Language Codes: es-US, SSML Gender: FEMALE
Name: es-US-Wavenet-B, Language Codes: es-US, SSML Gender: MALE
Name: es-US-Wavenet-C, Language Codes: es-US, SSML Gender: MALE
Name: et-EE-Standard-A, Language Codes: et-EE, SSML Gender: MALE
Name: eu-ES-Standard-A, Language Codes: eu-ES, SSML Gender: FEMALE
Name: eu-ES-Standard-B, Language Codes: eu-ES, SSML Gender: FEMALE
Name: fi-FI-Standard-A, Language Codes: fi-FI, SSML Gender: FEMALE
Name: fi-FI-Standard-B, Language Codes: fi-FI, SSML Gender: FEMALE
Name: fi-FI-Wavenet-A, Language Codes: fi-FI, SSML Gender: FEMALE
Name: fi-FI-Wavenet-B, Language Codes: fi-FI, SSML Gender: FEMALE
Name: fil-PH-Standard-A, Language Codes: fil-PH, SSML Gender: FEMALE
Name: fil-PH-Standard-B, Language Codes: fil-PH, SSML Gender: FEMALE
Name: fil-PH-Standard-C, Language Codes: fil-PH, SSML Gender: MALE
Name: fil-PH-Standard-D, Language Codes: fil-PH, SSML Gender: MALE
Name: fil-PH-Wavenet-A, Language Codes: fil-PH, SSML Gender: FEMALE
Name: fil-PH-Wavenet-B, Language Codes: fil-PH, SSML Gender: FEMALE
Name: fil-PH-Wavenet-C, Language Codes: fil-PH, SSML Gender: MALE
Name: fil-PH-Wavenet-D, Language Codes: fil-PH, SSML Gender: MALE
Name: fil-ph-Neural2-A, Language Codes: fil-PH, SSML Gender: FEMALE
Name: fil-ph-Neural2-D, Language Codes: fil-PH, SSML Gender: MALE
Name: fr-CA-Chirp-HD-D, Language Codes: fr-CA, SSML Gender: MALE
Name: fr-CA-Chirp-HD-F, Language Codes: fr-CA, SSML Gender: FEMALE
Name: fr-CA-Chirp-HD-O, Language Codes: fr-CA, SSML Gender: FEMALE
Name: fr-CA-Chirp3-HD-Aoede, Language Codes: fr-CA, SSML Gender: FEMALE
Name: fr-CA-Chirp3-HD-Charon, Language Codes: fr-CA, SSML Gender: MALE
Name: fr-CA-Chirp3-HD-Fenrir, Language Codes: fr-CA, SSML Gender: MALE
Name: fr-CA-Chirp3-HD-Kore, Language Codes: fr-CA, SSML Gender: FEMALE
Name: fr-CA-Chirp3-HD-Leda, Language Codes: fr-CA, SSML Gender: FEMALE
Name: fr-CA-Chirp3-HD-Orus, Language Codes: fr-CA, SSML Gender: MALE
Name: fr-CA-Chirp3-HD-Puck, Language Codes: fr-CA, SSML Gender: MALE
Name: fr-CA-Chirp3-HD-Zephyr, Language Codes: fr-CA, SSML Gender: FEMALE
Name: fr-CA-Neural2-A, Language Codes: fr-CA, SSML Gender: FEMALE
Name: fr-CA-Neural2-B, Language Codes: fr-CA, SSML Gender: MALE
Name: fr-CA-Neural2-C, Language Codes: fr-CA, SSML Gender: FEMALE
